Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Wear_Speed_Ratio,Temp_Diff,Power_Index,Temperature_Stress
1,296.9,307.8,1466,45.7,153,0,0.1043656207366985,10.900000000000034,66996.2,14066.460000000001
1,296.8,307.8,1394,47.7,155,0,0.11119081779053085,11.0,66493.8,14682.060000000001
2,296.9,307.8,1840,24.6,157,0,0.08532608695652173,10.900000000000034,45264.0,7571.880000000001
2,296.9,307.8,1477,37.2,160,0,0.1083276912660799,10.900000000000034,54944.4,11450.160000000002
1,296.9,307.8,1425,49.1,163,0,0.1143859649122807,10.900000000000034,69967.5,15112.980000000001
2,297.0,307.9,1414,46.2,165,0,0.1166902404526167,10.899999999999977,65326.8,14224.98
1,297.0,307.8,1414,47.5,168,0,0.1188118811881188,10.800000000000011,67165.0,14620.5
1,297.0,307.9,1595,31.7,170,0,0.10658307210031348,10.899999999999977,50561.5,9760.429999999998
0,296.9,307.8,1345,54.5,172,0,0.12788104089219332,10.900000000000034,73302.5,16775.100000000002
1,296.9,307.7,1653,35.9,177,0,0.10707803992740472,10.800000000000011,59342.7,11046.429999999998
1,296.8,307.6,1547,36.5,179,0,0.11570782159017454,10.800000000000011,56465.5,11227.400000000001
0,296.9,307.7,1656,30.8,181,0,0.10929951690821256,10.800000000000011,51004.8,9477.16
1,297.0,307.7,1731,28.5,186,0,0.10745233968804159,10.699999999999989,49333.5,8769.449999999999
1,297.0,307.8,1774,28.0,188,0,0.10597519729425028,10.800000000000011,49672.0,8618.4
1,297.0,307.8,1521,40.2,190,0,0.12491781722550953,10.800000000000011,61144.200000000004,12373.560000000001
0,297.1,307.9,1420,39.8,192,0,0.1352112676056338,10.799999999999955,56515.99999999999,12254.419999999998
1,297.0,307.8,1683,32.3,197,0,0.11705288175876412,10.800000000000011,54360.899999999994,9941.939999999999
2,297.0,307.7,1498,47.1,199,0,0.1328437917222964,10.699999999999989,70555.8,14492.67
1,297.0,307.8,1385,56.4,202,1,0.14584837545126353,10.800000000000011,78114.0,17359.920000000002
1,297.0,307.9,1455,49.0,204,0,0.1402061855670103,10.899999999999977,71295.0,15087.099999999999
0,296.9,307.8,1549,35.8,206,1,0.1329890251775339,10.900000000000034,55454.2,11019.24
2,296.9,307.8,1392,43.9,0,0,0.0,10.900000000000034,61108.799999999996,13512.42
2,296.9,307.7,2008,17.5,3,0,0.00149402390438247,10.800000000000011,35140.0,5384.75
1,296.9,307.7,1464,41.4,6,0,0.004098360655737705,10.800000000000011,60609.6,12738.779999999999
1,297.0,307.7,1447,46.4,8,0,0.0055286800276434,10.699999999999989,67140.8,14277.279999999999
2,296.9,307.6,1685,32.0,10,0,0.005934718100890208,10.700000000000045,53920.0,9843.2
2,296.8,307.5,1443,39.2,13,0,0.009009009009009009,10.699999999999989,56565.600000000006,12054.0
1,296.9,307.5,1354,44.4,16,0,0.011816838995568686,10.600000000000023,60117.6,13653.0
1,296.9,307.5,2721,9.3,18,1,0.006615214994487321,10.600000000000023,25305.300000000003,2859.75
1,297.0,307.6,1680,35.8,20,0,0.011904761904761904,10.600000000000023,60143.99999999999,11012.08
0,296.9,307.5,1397,48.3,22,0,0.015748031496062992,10.600000000000023,67475.09999999999,14852.25
2,296.9,307.4,1521,37.9,27,0,0.01775147928994083,10.5,57645.9,11650.46
2,296.8,307.4,1472,43.9,30,0,0.020380434782608696,10.599999999999966,64620.799999999996,13494.859999999999
0,296.8,307.5,1695,30.0,33,0,0.019469026548672566,10.699999999999989,50850.0,9225.0
0,296.7,307.5,1607,33.6,38,0,0.023646546359676415,10.800000000000011,53995.200000000004,10332.0
1,296.8,307.5,1347,54.8,43,0,0.03192279138827023,10.699999999999989,73815.59999999999,16851.0
2,296.7,307.4,1540,38.7,45,0,0.02922077922077922,10.699999999999989,59598.00000000001,11896.38
1,296.6,307.4,1389,42.7,48,0,0.03455723542116631,10.799999999999955,59310.3,13125.98
2,296.6,307.5,1734,27.0,50,0,0.02883506343713956,10.899999999999977,46818.0,8302.5
1,296.7,307.6,1540,38.6,53,0,0.03441558441558441,10.900000000000034,59444.0,11873.36
2,296.7,307.5,1515,42.1,55,0,0.036303630363036306,10.800000000000011,63781.5,12945.75
1,296.6,307.4,1504,45.8,58,0,0.03856382978723404,10.799999999999955,68883.2,14078.919999999998
1,296.6,307.5,1557,35.1,60,0,0.038535645472061654,10.899999999999977,54650.700000000004,10793.25
1,296.5,307.4,1292,52.5,62,0,0.047987616099071206,10.899999999999977,67830.0,16138.499999999998
0,296.5,307.4,1432,49.2,64,0,0.0446927374301676,10.899999999999977,70454.40000000001,15124.08
2,296.5,307.4,1350,55.6,69,0,0.051111111111111114,10.899999999999977,75060.0,17091.44
2,296.6,307.4,1790,25.8,72,0,0.04022346368715084,10.799999999999955,46182.0,7930.92
0,296.4,307.3,1540,37.4,75,0,0.048701298701298704,10.900000000000034,57596.0,11493.02
2,296.4,307.3,2077,19.1,80,0,0.038517091959557055,10.900000000000034,39670.700000000004,5869.43
1,296.4,307.3,1487,37.5,83,0,0.05581708137188971,10.900000000000034,55762.5,11523.75
1,296.5,307.4,1523,40.7,85,0,0.05581089954038083,10.899999999999977,61986.100000000006,12511.18
1,296.5,307.5,1443,41.8,87,0,0.060291060291060294,11.0,60317.399999999994,12853.5
1,296.5,307.5,1340,59.1,89,0,0.0664179104477612,11.0,79194.0,18173.25
0,296.6,307.7,1654,31.0,91,0,0.05501813784764208,11.099999999999966,51274.0,9538.699999999999
1,296.6,307.6,1459,40.2,96,0,0.06579849211788896,11.0,58651.8,12365.520000000002
1,296.5,307.6,1541,38.5,98,0,0.063595068137573,11.100000000000023,59328.5,11842.6
0,296.6,307.7,1386,62.3,100,1,0.07215007215007214,11.099999999999966,86347.8,19169.71
2,296.7,307.8,1258,69.0,105,1,0.0834658187599364,11.100000000000023,86802.0,21238.2
2,296.7,307.8,1375,51.4,108,0,0.07854545454545454,11.100000000000023,70675.0,15820.92
1,296.8,307.9,1706,30.8,111,0,0.06506447831184056,11.099999999999966,52544.8,9483.32
2,296.7,307.8,1672,32.4,113,0,0.06758373205741627,11.100000000000023,54172.799999999996,9972.72
2,296.8,307.9,1843,25.2,116,0,0.06294085729788389,11.099999999999966,46443.6,7759.079999999999
1,296.7,307.9,1690,29.6,119,0,0.07041420118343195,11.199999999999989,50024.0,9113.84
1,296.8,307.9,1413,46.5,121,0,0.08563340410474168,11.099999999999966,65704.5,14317.349999999999
1,296.8,307.9,1489,33.4,123,0,0.08260577568838147,11.099999999999966,49732.6,10283.859999999999
1,296.8,307.9,1271,61.4,125,0,0.0983477576711251,11.099999999999966,78039.4,18905.059999999998
2,296.8,307.9,1418,47.9,127,0,0.08956276445698166,11.099999999999966,67922.2,14748.409999999998
2,296.9,307.8,1426,50.7,130,0,0.091164095371669,10.900000000000034,72298.2,15605.460000000001
1,296.9,307.9,1535,39.2,133,0,0.08664495114006515,11.0,60172.00000000001,12069.68
1,296.9,307.8,1557,38.1,135,0,0.08670520231213873,10.900000000000034,59321.700000000004,11727.18
1,296.9,307.8,1653,29.7,137,0,0.08287961282516637,10.900000000000034,49094.1,9141.66
1,296.9,307.9,1435,41.6,139,0,0.09686411149825784,11.0,59696.0,12808.64
2,297.0,307.9,1569,33.3,141,0,0.08986615678776291,10.899999999999977,52247.7,10253.069999999998
2,296.9,307.9,1385,44.8,144,0,0.10397111913357401,11.0,62047.99999999999,13793.919999999998
1,297.0,307.9,1635,31.6,147,0,0.08990825688073395,10.899999999999977,51666.0,9729.64
1,296.9,307.9,1423,43.9,149,0,0.10470836261419536,11.0,62469.7,13516.809999999998
1,297.0,307.9,1479,39.2,151,0,0.10209601081812035,10.899999999999977,57976.8,12069.68
1,297.0,307.9,1296,69.1,153,1,0.11805555555555555,10.899999999999977,89553.59999999999,21275.889999999996
1,297.0,307.8,1553,33.3,155,0,0.09980682549903412,10.800000000000011,51714.899999999994,10249.74
1,297.0,307.9,1529,42.2,157,0,0.1026814911706998,10.899999999999977,64523.8,12993.38
2,297.1,308.0,1690,25.6,159,0,0.0940828402366864,10.899999999999977,43264.0,7884.8
1,297.1,308.0,1348,58.0,162,0,0.1201780415430267,10.899999999999977,78184.0,17864.0
1,297.2,308.1,1446,38.5,164,0,0.11341632088520055,10.900000000000034,55671.0,11861.85
1,297.1,307.9,1456,50.0,166,0,0.11401098901098901,10.799999999999955,72800.0,15394.999999999998
1,297.0,307.9,1350,47.7,168,0,0.12444444444444444,10.899999999999977,64395.00000000001,14686.83
1,297.1,307.9,1507,38.3,170,0,0.11280690112806901,10.799999999999955,57718.1,11792.569999999998
0,297.0,307.9,1448,45.6,172,0,0.11878453038674033,10.899999999999977,66028.8,14040.24
1,296.9,307.9,1626,29.9,177,0,0.1088560885608856,11.0,48617.399999999994,9206.21
0,297.0,307.9,1846,27.3,179,0,0.09696641386782232,10.899999999999977,50395.8,8405.67
0,297.0,307.8,1404,40.7,184,0,0.13105413105413105,10.800000000000011,57142.8,12527.460000000001
1,297.0,307.8,1583,37.2,189,0,0.11939355653821858,10.800000000000011,58887.600000000006,11450.160000000002
1,297.0,307.9,1436,47.7,191,0,0.133008356545961,10.899999999999977,68497.2,14686.83
1,297.0,307.8,1609,35.6,193,0,0.1199502796768179,10.800000000000011,57280.4,10957.68
0,297.0,307.7,1834,23.8,195,0,0.10632497273718648,10.699999999999989,43649.200000000004,7323.26
1,297.0,307.8,1316,61.2,200,1,0.1519756838905775,10.800000000000011,80539.2,18837.36
1,296.9,307.8,1400,57.1,202,1,0.1442857142857143,10.900000000000034,79940.0,17575.38
1,296.9,307.9,1367,47.1,204,0,0.14923189465983908,11.0,64385.700000000004,14502.09
1,297.1,308.1,1754,30.3,206,0,0.11744583808437856,11.0,53146.200000000004,9335.43
1,297.1,308.1,1487,34.6,208,0,0.1398789509078682,11.0,51450.200000000004,10660.260000000002
2,297.1,308.1,1506,37.7,210,0,0.1394422310756972,11.0,56776.200000000004,11615.370000000003
1,297.0,308.1,1362,52.5,213,1,0.15638766519823788,11.100000000000023,71505.0,16175.250000000002
1,297.1,308.1,1584,36.8,215,0,0.13573232323232323,11.0,58291.2,11338.08
1,297.0,308.1,1355,43.7,217,0,0.16014760147601476,11.100000000000023,59213.50000000001,13463.970000000001
2,297.1,308.1,1823,24.3,219,0,0.12013165112452003,11.0,44298.9,7486.830000000001
0,297.0,308.1,1517,41.4,222,0,0.14634146341463414,11.100000000000023,62803.799999999996,12755.34
1,297.1,308.1,1446,36.6,227,0,0.156984785615491,11.0,52923.6,11276.460000000001
0,297.1,308.0,1559,38.8,229,0,0.1468890314304041,10.899999999999977,60489.2,11950.4
2,297.1,308.1,1352,44.4,0,0,0.0,11.0,60028.799999999996,13679.640000000001
2,297.2,308.3,1578,37.8,3,0,0.0019011406844106464,11.100000000000023,59648.399999999994,11653.74
2,297.2,308.3,1429,42.0,6,0,0.004198740377886634,11.100000000000023,60018.0,12948.6
2,297.2,308.3,1604,39.4,9,0,0.005610972568578554,11.100000000000023,63197.6,12147.02
1,297.3,308.5,1398,60.4,12,0,0.008583690987124463,11.199999999999989,84439.2,18633.399999999998
1,297.3,308.4,1441,43.4,14,0,0.009715475364330326,11.099999999999966,62539.4,13384.559999999998
0,297.3,308.4,1531,35.6,16,0,0.010450685826257348,11.099999999999966,54503.6,10979.039999999999
1,297.2,308.3,1379,52.1,21,0,0.015228426395939087,11.100000000000023,71845.90000000001,16062.43
1,297.3,308.3,1410,48.1,23,0,0.016312056737588652,11.0,67821.0,14829.230000000001
1,297.3,308.4,1513,40.5,25,0,0.016523463317911435,11.099999999999966,61276.5,12490.199999999999
1,297.3,308.5,1497,47.5,27,0,0.018036072144288578,11.199999999999989,71107.5,14653.75
1,297.3,308.4,1491,46.5,29,0,0.019450033534540577,11.099999999999966,69331.5,14340.599999999999
1,297.3,308.4,1417,47.8,31,0,0.021877205363443897,11.099999999999966,67732.59999999999,14741.519999999999
2,297.4,308.6,1522,38.0,33,0,0.021681997371879105,11.200000000000045,57836.0,11726.800000000001
1,297.3,308.4,1339,52.1,36,0,0.0268857356235997,11.099999999999966,69761.90000000001,16067.64
2,297.2,308.3,1794,27.5,38,0,0.021181716833890748,11.100000000000023,49335.0,8478.25
1,297.2,308.4,1460,42.1,41,0,0.028082191780821917,11.199999999999989,61466.0,12983.64
2,297.2,308.3,1776,28.0,43,0,0.02421171171171171,11.100000000000023,49728.0,8632.4
2,297.2,308.3,1431,43.7,46,0,0.03214535290006988,11.100000000000023,62534.700000000004,13472.710000000001
1,297.1,308.2,1347,50.8,49,0,0.03637713437268003,11.099999999999966,68427.59999999999,15656.559999999998
2,297.0,308.1,1507,43.1,51,0,0.0338420703384207,11.100000000000023,64951.700000000004,13279.11
2,297.0,308.0,1408,47.9,54,0,0.03835227272727273,11.0,67443.2,14753.199999999999
2,297.0,307.9,1493,34.7,57,0,0.038178164768921635,10.899999999999977,51807.100000000006,10684.13
2,296.9,307.9,1441,47.6,60,0,0.041637751561415685,11.0,68591.6,14656.039999999999
0,296.9,307.9,1557,36.5,63,0,0.04046242774566474,11.0,56830.5,11238.349999999999
2,296.9,307.9,1979,20.4,68,0,0.03436078827690753,11.0,40371.6,6281.159999999999
2,296.9,308.0,1430,55.9,71,0,0.04965034965034965,11.100000000000023,79937.0,17217.2
1,296.9,308.0,1658,41.0,74,0,0.04463208685162847,11.100000000000023,67978.0,12628.0
2,297.0,308.1,1355,51.4,76,0,0.05608856088560885,11.100000000000023,69647.0,15836.34
0,297.0,308.1,1410,47.6,79,0,0.05602836879432624,11.100000000000023,67116.0,14665.560000000001
1,296.9,308.0,1521,34.5,84,0,0.055226824457593686,11.100000000000023,52474.5,10626.0
1,296.8,308.0,1371,54.5,86,0,0.06272793581327499,11.199999999999989,74719.5,16786.0
0,296.9,308.0,1318,53.5,88,0,0.06676783004552352,11.100000000000023,70513.0,16478.0
2,297.0,308.1,1573,34.9,93,0,0.05912269548633185,11.100000000000023,54897.7,10752.69
1,297.0,308.1,1489,44.1,96,0,0.06447280053727333,11.100000000000023,65664.90000000001,13587.210000000001
0,297.0,308.1,2540,13.3,98,0,0.03858267716535433,11.100000000000023,33782.0,4097.7300000000005
1,297.0,308.1,1537,39.0,103,0,0.06701366297983084,11.100000000000023,59943.0,12015.900000000001
0,296.9,308.0,1416,46.9,105,0,0.07415254237288135,11.100000000000023,66410.4,14445.199999999999
1,296.9,307.9,1359,56.5,110,0,0.08094186902133922,11.0,76783.5,17396.35
2,296.8,307.8,1551,38.9,112,0,0.07221147646679561,11.0,60333.899999999994,11973.42
2,296.8,307.8,1694,33.0,115,0,0.0678866587957497,11.0,55902.0,10157.4
1,296.8,307.9,1709,28.4,118,0,0.06904622586307782,11.099999999999966,48535.6,8744.359999999999
1,296.9,308.0,1514,41.0,120,0,0.07926023778071334,11.100000000000023,62074.0,12628.0
1,297.0,308.1,1455,43.5,122,0,0.0838487972508591,11.100000000000023,63292.5,13402.35
2,297.0,308.2,1702,30.7,124,0,0.07285546415981199,11.199999999999989,52251.4,9461.74
2,296.9,308.1,1357,41.8,127,0,0.09358879882092852,11.200000000000045,56722.6,12878.58
1,297.0,308.2,1577,29.4,130,0,0.08243500317057705,11.199999999999989,46363.799999999996,9061.08
2,297.0,308.3,1399,46.4,132,0,0.0943531093638313,11.300000000000011,64913.6,14305.12
1,297.0,308.3,1399,59.0,135,0,0.09649749821300929,11.300000000000011,82541.0,18189.7
1,297.0,308.3,1492,48.1,137,0,0.0918230563002681,11.300000000000011,71765.2,14829.230000000001
1,297.1,308.3,1763,25.7,139,0,0.07884288145207033,11.199999999999989,45309.1,7923.31
0,297.1,308.3,1492,41.5,141,0,0.09450402144772117,11.199999999999989,61918.0,12794.45
1,297.1,308.4,1488,42.5,146,0,0.09811827956989247,11.299999999999955,63240.0,13106.999999999998
1,297.1,308.4,1422,42.1,148,0,0.10407876230661041,11.299999999999955,59866.200000000004,12983.64
2,297.1,308.4,1583,38.2,150,0,0.09475679090334807,11.299999999999955,60470.600000000006,11780.88
1,297.1,308.4,1304,53.5,153,0,0.11733128834355828,11.299999999999955,69764.0,16499.399999999998
2,297.1,308.4,1880,23.5,155,0,0.08244680851063829,11.299999999999955,44180.0,7247.4
2,297.2,308.5,1604,40.7,158,0,0.09850374064837905,11.300000000000011,65282.8,12555.95
1,297.2,308.6,1500,37.1,161,0,0.10733333333333334,11.400000000000034,55650.0,11449.060000000001
2,297.2,308.5,1364,55.6,163,0,0.11950146627565983,11.300000000000011,75838.40000000001,17152.600000000002
0,297.2,308.5,2440,14.0,166,0,0.0680327868852459,11.300000000000011,34160.0,4319.0
0,297.1,308.4,1654,31.4,171,0,0.1033857315598549,11.299999999999955,51935.6,9683.759999999998
0,297.1,308.4,1359,46.6,176,0,0.12950699043414277,11.299999999999955,63329.4,14371.439999999999
2,297.1,308.4,1502,37.3,181,0,0.12050599201065246,11.299999999999955,56024.6,11503.319999999998
2,297.1,308.4,1615,32.6,184,0,0.11393188854489164,11.299999999999955,52649.0,10053.84
0,297.2,308.5,1482,39.3,187,0,0.1261808367071525,11.300000000000011,58242.6,12124.05
1,297.2,308.6,1636,31.3,192,0,0.11735941320293398,11.400000000000034,51206.8,9659.18
2,297.1,308.5,1621,32.4,194,0,0.11967921036397286,11.399999999999977,52520.399999999994,9995.4
1,297.1,308.4,1468,44.4,197,0,0.13419618528610355,11.299999999999955,65179.2,13692.96
2,297.1,308.4,1432,53.4,199,0,0.1389664804469274,11.299999999999955,76468.8,16468.559999999998
1,297.1,308.4,1726,28.4,202,0,0.11703360370799537,11.299999999999955,49018.399999999994,8758.56
2,297.1,308.4,1588,33.4,204,0,0.12846347607052896,11.299999999999955,53039.2,10300.56
0,297.2,308.5,1653,33.3,207,0,0.12522686025408347,11.300000000000011,55044.899999999994,10273.05
1,297.2,308.5,1513,42.9,212,0,0.14011896893588896,11.300000000000011,64907.7,13234.65
1,297.2,308.6,1489,40.2,214,0,0.14372061786433848,11.400000000000034,59857.8,12405.720000000001
1,297.3,308.7,1467,36.8,216,0,0.147239263803681,11.399999999999977,53985.6,11360.159999999998
1,297.3,308.7,1549,36.1,218,0,0.1407359586830213,11.399999999999977,55918.9,11144.07
2,297.4,308.8,1359,48.7,220,0,0.16188373804267844,11.400000000000034,66183.3,15038.560000000001
1,297.5,308.8,1533,41.5,223,0,0.14546640574037834,11.300000000000011,63619.5,12815.2
1,297.5,308.8,1309,57.3,0,0,0.0,11.300000000000011,75005.7,17694.239999999998
0,297.5,308.8,1430,49.4,2,0,0.0013986013986013986,11.300000000000011,70642.0,15254.72
0,297.5,308.9,1419,50.7,7,0,0.004933051444679351,11.399999999999977,71943.3,15661.23
2,297.5,308.9,1535,37.7,12,0,0.007817589576547232,11.399999999999977,57869.50000000001,11645.53
1,297.5,308.9,1466,43.0,15,0,0.010231923601637109,11.399999999999977,63038.0,13282.699999999999
1,297.5,308.9,1427,50.4,17,0,0.011913104414856343,11.399999999999977,71920.8,15568.559999999998
2,297.5,308.9,1280,48.5,19,0,0.01484375,11.399999999999977,62080.0,14981.65
1,297.6,309.0,1528,33.8,22,0,0.014397905759162303,11.399999999999977,51646.399999999994,10444.199999999999
0,297.6,309.0,1885,25.2,24,0,0.01273209549071618,11.399999999999977,47502.0,7786.8
0,297.8,309.2,1648,33.0,29,0,0.017597087378640776,11.399999999999977,54384.0,10203.6
1,297.8,309.2,1400,56.9,34,0,0.024285714285714285,11.399999999999977,79660.0,17593.48
2,297.8,309.3,2243,15.7,36,0,0.016049933125278644,11.5,35215.1,4856.01
1,297.9,309.4,1558,35.7,39,0,0.02503209242618742,11.5,55620.600000000006,11045.58
1,298.0,309.6,1633,34.8,41,0,0.02510716472749541,11.600000000000023,56828.399999999994,10774.08
2,298.1,309.6,1549,38.7,43,0,0.02775984506132989,11.5,59946.3,11981.520000000002
1,298.0,309.5,1496,45.8,46,0,0.03074866310160428,11.5,68516.8,14175.099999999999
1,298.1,309.5,1467,41.8,48,0,0.032719836400818,11.399999999999977,61320.6,12937.099999999999
2,298.0,309.4,1276,65.9,50,0,0.03918495297805643,11.399999999999977,84088.40000000001,20389.46
0,298.0,309.4,1490,40.5,53,0,0.03557046979865772,11.399999999999977,60345.0,12530.699999999999
0,298.0,309.4,1562,38.1,58,0,0.03713188220230474,11.399999999999977,59512.200000000004,11788.14
1,298.1,309.4,1397,48.2,63,0,0.04509663564781675,11.299999999999955,67335.40000000001,14913.08
0,298.1,309.5,1530,40.2,65,0,0.042483660130718956,11.399999999999977,61506.00000000001,12441.900000000001
2,298.1,309.4,1362,47.6,70,0,0.0513950073421439,11.299999999999955,64831.200000000004,14727.439999999999
2,298.2,309.4,1693,34.4,73,0,0.04311872415829888,11.199999999999989,58239.2,10643.359999999999
2,298.2,309.4,1408,46.5,76,0,0.05397727272727273,11.199999999999989,65472.0,14387.099999999999
1,298.2,309.4,1398,52.9,79,0,0.056509298998569386,11.199999999999989,73954.2,16367.259999999998
2,298.3,309.6,1531,40.1,81,0,0.052906596995427824,11.300000000000011,61393.1,12414.960000000001
0,298.3,309.5,1521,37.1,84,0,0.055226824457593686,11.199999999999989,56429.1,11482.45
0,298.3,309.5,1427,54.3,89,0,0.06236860546601261,11.199999999999989,77486.09999999999,16805.85
1,298.3,309.4,1546,36.1,94,0,0.06080206985769728,11.099999999999966,55810.600000000006,11169.34
1,298.3,309.4,1356,45.4,96,0,0.07079646017699115,11.099999999999966,61562.4,14046.759999999998
1,298.4,309.5,2153,15.3,98,1,0.04551788202508128,11.100000000000023,32940.9,4735.35
2,298.5,309.6,1492,41.7,100,0,0.06702412868632708,11.100000000000023,62216.4,12910.320000000002
1,298.5,309.6,1582,40.3,103,0,0.06510745891276865,11.100000000000023,63754.6,12476.88
1,298.5,309.6,1419,41.5,105,0,0.07399577167019028,11.100000000000023,58888.5,12848.400000000001
2,298.5,309.6,1441,48.2,107,0,0.07425399028452463,11.100000000000023,69456.2,14922.720000000001
2,298.6,309.7,1635,32.2,110,0,0.0672782874617737,11.099999999999966,52647.00000000001,9972.34
1,298.6,309.7,1429,45.8,113,0,0.07907627711686493,11.099999999999966,65448.2,14184.259999999998
2,298.6,309.7,1675,28.4,115,0,0.06865671641791045,11.099999999999966,47570.0,8795.48
2,298.7,309.7,1868,23.8,118,0,0.06316916488222699,11.0,44458.4,7370.86
0,298.7,309.8,1582,33.4,121,0,0.07648546144121365,11.100000000000023,52838.799999999996,10347.32
1,298.8,309.9,1486,40.3,126,0,0.0847913862718708,11.099999999999966,59885.799999999996,12488.969999999998
1,298.7,309.8,1402,54.3,128,0,0.0912981455064194,11.100000000000023,76128.59999999999,16822.14
1,298.7,309.9,1621,34.1,130,0,0.08019740900678593,11.199999999999989,55276.100000000006,10567.59
1,298.8,309.9,1428,42.4,132,0,0.09243697478991597,11.099999999999966,60547.2,13139.759999999998
2,298.7,309.8,1343,53.6,134,0,0.09977661950856292,11.100000000000023,71984.8,16605.280000000002
2,298.7,309.9,1458,40.2,137,0,0.09396433470507544,11.199999999999989,58611.600000000006,12457.98
1,298.7,309.8,1322,57.0,140,0,0.1059001512859304,11.100000000000023,75354.0,17658.600000000002
1,298.7,309.9,1483,32.8,142,0,0.09575185434929198,11.199999999999989,48642.399999999994,10164.719999999998
1,298.6,309.8,1505,45.7,144,0,0.09568106312292358,11.199999999999989,68778.5,14157.86
1,298.7,309.9,1593,42.5,146,0,0.09165097300690521,11.199999999999989,67702.5,13170.749999999998
1,298.8,310.0,2098,19.6,148,0,0.07054337464251668,11.199999999999989,41120.8,6076.0
1,298.8,310.0,1672,30.4,150,0,0.08971291866028708,11.199999999999989,50828.799999999996,9424.0
1,298.8,310.0,1487,41.4,152,0,0.10221923335574983,11.199999999999989,61561.799999999996,12834.0
1,298.8,310.0,1423,42.1,154,0,0.10822206605762473,11.199999999999989,59908.3,13051.0
1,298.9,310.1,1750,25.0,156,0,0.08914285714285715,11.200000000000045,43750.0,7752.500000000001
1,298.9,310.2,1654,31.1,158,0,0.09552599758162031,11.300000000000011,51439.4,9647.22
1,298.9,310.2,1498,50.2,160,0,0.1068090787716956,11.300000000000011,75199.6,15572.04
1,298.9,310.1,1587,30.2,162,0,0.10207939508506617,11.200000000000045,47927.4,9365.02
1,298.9,310.1,1473,42.6,164,0,0.11133740665308893,11.200000000000045,62749.8,13210.260000000002
1,298.9,310.2,1359,56.9,166,0,0.12214863870493009,11.300000000000011,77327.09999999999,17650.379999999997
2,299.0,310.3,1635,34.5,168,0,0.10275229357798166,11.300000000000011,56407.5,10705.35
1,299.0,310.3,1520,45.0,171,0,0.1125,11.300000000000011,68400.0,13963.5
1,299.0,310.3,1507,36.7,173,0,0.11479761114797611,11.300000000000011,55306.9,11388.010000000002
1,299.0,310.3,1428,46.3,175,0,0.12254901960784313,11.300000000000011,66116.4,14366.89
2,299.0,310.3,1582,33.3,177,0,0.11188369152970923,11.300000000000011,52680.6,10332.99
1,299.0,310.3,1929,24.4,180,0,0.09331259720062209,11.300000000000011,47067.6,7571.32
2,299.0,310.3,1540,38.1,182,0,0.11818181818181818,11.300000000000011,58674.0,11822.43
1,298.9,310.2,1362,53.0,185,0,0.13582966226138032,11.300000000000011,72186.0,16440.6
0,298.9,310.1,1452,49.9,187,0,0.12878787878787878,11.200000000000045,72454.8,15473.990000000002
1,298.9,310.1,1361,51.7,192,0,0.14107274063188832,11.200000000000045,70363.7,16032.170000000002
2,298.8,310.1,1243,74.5,194,1,0.15607401448109412,11.300000000000011,92603.5,23102.45
0,298.8,310.1,1567,36.8,197,0,0.12571793235481812,11.300000000000011,57665.6,11411.68
1,298.9,310.2,1411,46.5,202,0,0.14316087880935507,11.300000000000011,65611.5,14424.3
1,298.8,310.2,1814,26.8,204,0,0.11245865490628446,11.399999999999977,48615.200000000004,8313.36
2,298.8,310.1,1719,28.8,206,0,0.1198371146015125,11.300000000000011,49507.200000000004,8930.880000000001
0,298.8,310.2,1663,30.4,209,0,0.12567648827420325,11.399999999999977,50555.2,9430.08
1,298.9,310.2,1696,30.2,214,0,0.12617924528301888,11.300000000000011,51219.2,9368.039999999999
0,298.9,310.2,1771,26.8,216,0,0.12196499153020893,11.300000000000011,47462.8,8313.36
1,299.0,310.3,1868,24.0,221,0,0.1183083511777302,11.300000000000011,44832.0,7447.200000000001
2,299.0,310.3,1558,35.4,223,0,0.14313222079589216,11.300000000000011,55153.2,10984.62
1,299.0,310.4,1365,49.1,226,1,0.16556776556776556,11.399999999999977,67021.5,15240.64
1,299.0,310.4,1371,53.8,228,1,0.16630196936542668,11.399999999999977,73759.8,16699.519999999997
1,298.9,310.3,1583,32.6,230,0,0.14529374605180037,11.400000000000034,51605.8,10115.78
0,298.7,310.2,1613,36.0,0,0,0.0,11.5,58068.0,11167.199999999999
1,298.6,310.1,1721,27.2,5,0,0.002905287623474724,11.5,46811.2,8434.720000000001
2,298.6,310.2,1668,31.5,7,0,0.004196642685851319,11.599999999999966,52542.0,9771.3
1,298.6,310.2,1569,36.3,10,0,0.006373486297004461,11.599999999999966,56954.7,11260.259999999998
2,298.6,310.2,1328,50.5,12,0,0.009036144578313253,11.599999999999966,67064.0,15665.099999999999
2,298.6,310.1,1596,33.0,15,0,0.009398496240601503,11.5,52668.0,10233.300000000001
1,298.5,310.2,1676,32.7,18,0,0.010739856801909307,11.699999999999989,54805.200000000004,10143.54
1,298.5,310.1,1809,28.9,20,0,0.01105583195135434,11.600000000000023,52280.1,8961.89
1,298.5,310.0,1804,26.1,22,0,0.012195121951219513,11.5,47084.4,8091.0
1,298.6,310.1,1533,33.9,24,0,0.015655577299412915,11.5,51968.7,10512.390000000001
1,298.7,310.2,1717,27.3,26,0,0.015142690739662202,11.5,46874.1,8468.46
